Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Source
"Yue Y., Ye X., Zou X., Wang J.-A., Gao L.","Research on land use optimization for reducing wind erosion in sandy desertified area: a case study of Yuyang County in Mu Us Desert, China",2017,"Stochastic Environmental Research and Risk Assessment",5,"10.1007/s00477-016-1223-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958241383&doi=10.1007%2fs00477-016-1223-9&partnerID=40&md5=5447eca2db3f136559ef0c673f6b96e5","Desertification land occupies vast area of world, which is a big threat to eco-environmental safety and brings huge economic losses. Wind erosion is a key process and ecological problem of land desertification in arid and semi-arid area, where unreasonable land use is one of major causes. Therefore, optimizing land use is a substantially effective approach to eco-environmental safety and development of sandy area. Yuyang County, located in Mu Us Desert of semi-arid sandy area and farming-pastoral zone in North China, was selected as a typical study area. The principles and methods on environmentally friendly land use planning surrounding urban area for combating soil wind erosion were constructed, and a “tri-circle” land use paradigm around Yulin City was worked out. It was predicted that by the year of 2020, farmland will be only 10 percent of total area of Yuyang County, which are able to meet the need of food and meat. The proportion of ecological land, productive land and living land would be 2.27:12.09:85.64, which will lead to a reasonable land use system for ecological security and social-economic sustainable development of the region. It shows that this research will help construct the sustainable land use system under ecological security, and ensure habitat environmental safety in urban area. © 2016, Springer-Verlag Berlin Heidelberg.","Environmentally friendly land use planning; Mu Us Desert; Sandy desertified area; Wind erosion; Yuyang County; “Tri-circle” paradigm",Article,Scopus
"McLeod S., Scheurer J., Curtis C.","Urban Public Transport: Planning Principles and Emerging Practice",2017,"Journal of Planning Literature",11,"10.1177/0885412217693570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025091736&doi=10.1177%2f0885412217693570&partnerID=40&md5=588dbe88b0c5678dd6cebdea34cd8120","This article reviews the literature on current “best practice” principles for planning public transport (PT) networks within the context of planners seeking to transition their cities toward sustainable mobility. An overview is provided of the history of ideas about network development. The emerging frontiers for multimodal, demand-responsive PT and the potential implications of new transport technology on traditional PT are discussed. The future role of transit-oriented development within PT network structures is considered. The “moderators” to network design that may impede future best practice brings the article to conclusion. © 2017, © The Author(s) 2017.","land use transport integration; network design; network reform; on-demand transport; public transportation; sustainable mobility; sustainable transport; transit-oriented development; urban development; urban mobility",Article,Scopus
"Pereira L.S.","Water, Agriculture and Food: Challenges and Issues",2017,"Water Resources Management",22,"10.1007/s11269-017-1664-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020695121&doi=10.1007%2fs11269-017-1664-z&partnerID=40&md5=c7d3ad401ce498fb1f67e5883299c1cd","Population growth, increasing demands for food, ever-growing competition for water, reduced supply reliability, climate change and climate uncertainty and droughts, decline in critical ecosystems services, competition for land use, changing regulatory environments, and less participatory water resources governance are contributing to increasing difficulties and challenges in water resource management for agriculture and food. The need for sustainable food security for our global population and the need for preserving the environment, namely natural and man-made ecosystems and landscapes, have created an increased need for integrated, participative and scalable solutions focusing the various levels of irrigation and nature water management, from the field crop to the catchment and basin scales. Meanwhile, challenges and issues relative to water management for agriculture and food have evolved enormously in the last 30 years and the role of active management of the components of the water cycle is assuming an increased importance since their dynamics are key to assure water use sustainability, mainly agriculture and natural ecosystems sustainability. However, different regions face context-specific challenges associated with water scarcity, climate, governance, and population requirements. The main and first challenge is producing enough food for a growing population, which is intimately related with challenges placed to agricultural water management, mainly irrigation management. This paper revises challenges and progress achieved in the last 30 years focusing on irrigated agriculture, mainly water management, and its contribution to food security and the welfare of rural communities. © 2017, Springer Science+Business Media Dordrecht.","Climate change and uncertainty; Crop water requirements; Energy; Irrigation management; Participatory water governance; Reference evapotranspiration; Water management; Water scarcity",Article,Scopus
"Ren N., Wang Q., Wang Q., Huang H., Wang X.","Upgrading to urban water system 3.0 through sponge city construction",2017,"Frontiers of Environmental Science and Engineering",22,"10.1007/s11783-017-0960-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021436017&doi=10.1007%2fs11783-017-0960-4&partnerID=40&md5=ca300528e3db554a0f08dd0b559f1e1c","Facing the pressure of excessive water consumption, high pollution load and rainstorm waterlogging, linear and centralized urban water system, system 2.0, as well as traditional governance measures gradually exposed characters of water-sensitivity, vulnerability and unsustainability, subsequently resulting in a full-blown crisis of water shortage, water pollution and waterlogging. To systematically relieve such crisis, we established urban water system 3.0, in which decentralized sewerage systems, sponge infrastructures and ecological rivers play critical roles. Through unconventional water resource recycling, whole process control of pollutions and ecological restoration, system 3.0 with integrated management measures, is expected to fit for multiple purposes which involve environmental, ecological, economic and social benefits. With advantages of flexibility, resilience and sustainability, water system 3.0 will show an increasingly powerful vitality in the near future. © 2017, Higher Education Press and Springer-Verlag GmbH Germany.","Decentralized system; Multi-purpose; Sponge city; Urban water system; Water crisis",Article,Scopus
"Marcucci E., Gatta V.","Investigating the potential for off-hour deliveries in the city of Rome: Retailers’ perceptions and stated reactions",2017,"Transportation Research Part A: Policy and Practice",33,"10.1016/j.tra.2017.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013643732&doi=10.1016%2fj.tra.2017.02.001&partnerID=40&md5=54b59542d4f40eddff794f92035109ee","This paper investigates the potential for off-hour deliveries in the city of Rome. It focuses on retailers that play a fundamental role in the decision making process often determining delivery times. It explores their preferences for three off-hour delivery prototypes and inquires retailers’ willingness to adopt them, both with and without the provision of dedicated incentives. Finally, it analyses retailers’ reactions to a hypothetical scenario where a mandatory off-hour delivery policy is imposed. The overall results show a good inclination towards off-hour deliveries. This induces optimism with respect to their potential introduction as well as skepticism about the lack of attention local decision makers have, so far, paid to this policy option. © 2017 Elsevier Ltd","Behavior; City logistics; Off-hour delivery; Sustainability; Urban freight",Article,Scopus
"Lyu Y., Liu L., Guo L., Yang Y., Qu Z., Hu X., Zhang G.","Deposited atmospheric dust as influenced by anthropogenic emissions in northern China",2017,"Environmental Monitoring and Assessment",3,"10.1007/s10661-017-6093-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023752421&doi=10.1007%2fs10661-017-6093-1&partnerID=40&md5=680de3d5720aa70e46db9fc9abacc707","Atmospheric particulate matter (PM) from multinatural and anthropogenic sources poses serious risk to human health and contaminates soil and water resources as it settles back to ground environment and ecosystem. In this study, dust deposition flux (DDF), pollution load index (PLI) of heavy metals, enrichment factor (EF), and settling flux (SF) of eighteen chemical elements were investigated in comparison with crustal composition to assess the influence of anthropogenic emission on PM in major northern Chinese cities. The annual DDF in Lanzhou, Huhhot, Beijing, Zhengzhou, and Harbin was 134.7, 240.6, 103.7, 124.7, and 196.7 g m−2, respectively. The annual EF of Zn in Harbin, Cd in Lanzhou, and Cd in Beijing was 736.4, 248.6, and 166.3, respectively. Most of the inspected elements were enriched during winter in Lanzhou. Annual PLI showed that deposited dust in Beijing had the highest concentration of heavy metals. Seasonal PLI exhibited obvious changes in different cities. The annual SF of crustal elements was 1–5 orders higher than that of heavy metals. The highest annual SF of elements was identified mainly in Lanzhou and Huhhot. Sulfur, cadmium, copper, lead, and zinc in the dustfall of most urban areas were from human activities. Fossil fuel burning, metal smelting, mining, construction, and vehicle exhaust are the major sources of enriched elements in dustfall in urban areas of northern China. Toxic pollutants with dustfall are widespread and persistent, which deserves public concern in future sustainable development. © 2017, Springer International Publishing AG.","Deposited atmospheric dust; Dust deposition flux; Enrichment factor; Pollution load index; Settling flux of elements",Article,Scopus
"Dube T., Mutanga O., Sibanda M., Seutloali K., Shoko C.","Use of Landsat series data to analyse the spatial and temporal variations of land degradation in a dispersive soil environment: A case of King Sabata Dalindyebo local municipality in the Eastern Cape Province, South Africa",2017,"Physics and Chemistry of the Earth",5,"10.1016/j.pce.2017.01.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011818278&doi=10.1016%2fj.pce.2017.01.023&partnerID=40&md5=f98c621eb693996ca7d8240f04044cd0","Land degradation as a result of inappropriate land use practices, such as overgrazing and cultivation on steep slopes, etc. is one of the major global environmental challenges. Specifically, land degradation threatens the productivity and sustainability of the natural environment, agriculture, and most importantly rural economies in most developing countries, particularly the sub-Saharan region. The main aim of this study was therefore, to assess the potential and strength of using the free or readily available Landsat series data in mapping degraded land areas at the King Sabata Dalindyebo local municipality in the Eastern Cape, South Africa (1984–2010). Data analysis was done using a robust non-parametric classification ensemble; Discriminant Analysis (DA). The results show that degraded areas vary over the years. For example, the results show that the year 1994 and 2004 incurred high degradation levels, when compared to the year 1984 and 2010. Moreover, the observed degradation significantly (α = 0.05) varies with soil type. The chromic acrisols have the highest levels of erosion (approx. 80% in 1984), when compared to humic-umbric acrisols (less than 10% for the entire period under study). It can also be observed that considerable part of degradation occurred in the northern part of the municipal district. Overall, the findings of this research underlines the importance and efficacy of multispectral Landsat series data-set in mapping and monitoring levels of land degradation in data-scarce catchments. © 2017 Elsevier Ltd","Dispersive soils; Erosion mapping; Fraction vegetation cover; Gully erosion; Land degradation; Landcover types; Regional scale; Remote sensing; Sediment loss; Soil loss",Article,Scopus
"Cheshmehzangi A., Butters C.","Chinese urban residential blocks: Towards improved environmental and living qualities",2017,"Urban Design International",1,"10.1057/s41289-016-0013-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026268224&doi=10.1057%2fs41289-016-0013-9&partnerID=40&md5=1d55fa15f84f03305d9ede48e87566dd","The complex urban environment has multiple levels of design and planning that are applied in the form of blocks, layouts and city patterns. This paper develops an analytical study based on urban residential blocks in Ningbo city in China. It explores issues of density, green infrastructures, and urban quality with particular focus on environmental performance. At what point does exaggerated density reduce both living qualities and opportunities for good climatic design and a low carbon footprint? The study applies a simple methodology to evaluate and compare planning options for residential areas. The goal is pragmatic, seeking not ideal solutions but realistic and inexpensive alternatives to current practice which is particularly inefficient in terms of energy and climate emissions. Some potential advantages of low-dense as compared to high-rise solutions are noted. The study highlights questions as to optimal or appropriate typologies and densities for sustainable cities, in particular in the fast expanding cities of developing countries. © 2016 Macmillan Publishers Ltd.","green infrastructure; Ningbo; sustainable cities; urban environmental performance; urban planning",Article,Scopus
"Rapoport E., Hult A.","The travelling business of sustainable urbanism: International consultants as norm-setters",2017,"Environment and Planning A",21,"10.1177/0308518X16686069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025086653&doi=10.1177%2f0308518X16686069&partnerID=40&md5=38fc3331d632edd6a623bcc74b2db50e","This article examines the international travels of ideas about sustainable urban planning and design through a focus on private sector architecture, planning and engineering consultants. These consultants, who we refer to as the global intelligence corps (GIC), package up their expertise in urban sustainability as a marketable commodity, and apply it on projects around the world. In doing so, the global intelligence corps shape norms about what constitutes ‘good’ sustainable urban planning, and contribute to the development of an internationalised travelling model of sustainable urbanism. This article draws on a broad study of the industry (GIC) in sustainable urban planning and design, and two in-depth case studies of Swedish global intelligence corps firms working on Chinese Eco-city projects. Analysis of this material illustrates how the global intelligence corps’s work shapes a traveling model of sustainable urbanism, and how this in turn creates and reinforces particular norms in urban planning practice. © 2017, © The Author(s) 2017.","Eco-city; ecological modernization; policy mobilities; Sustainability; urban planning",Article,Scopus
"Dale V.H., Kline K.L., Parish E.S., Cowie A.L., Emory R., Malmsheimer R.W., Slade R., Smith C.T.T., Jr., Wigley T.B.B.E.N., Bentsen N.S., Berndes G., Bernier P., Brandão M., Chum H.L., Diaz-Chavez R., Egnell G., Gustavsson L., Schweinle J., Stupak I., Trianosky P., Walter A., Whittaker C., Brown M., Chescheir G., Dimitriou I., Donnison C., Goss Eng A., Hoyt K.P., Jenkins J.C., Johnson K., Levesque C.A., Lockhart V., Negri M.C., Nettles J.E., Wellisch M.","Status and prospects for renewable energy using wood pellets from the southeastern United States",2017,"GCB Bioenergy",25,"10.1111/gcbb.12445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018621403&doi=10.1111%2fgcbb.12445&partnerID=40&md5=bd13cacaeaf6e2d6e63403324e65656c","The ongoing debate about costs and benefits of wood-pellet based bioenergy production in the southeastern United States (SE USA) requires an understanding of the science and context influencing market decisions associated with its sustainability. Production of pellets has garnered much attention as US exports have grown from negligible amounts in the early 2000s to 4.6 million metric tonnes in 2015. Currently, 98% of these pellet exports are shipped to Europe to displace coal in power plants. We ask, ‘How is the production of wood pellets in the SE USA affecting forest systems and the ecosystem services they provide?’ To address this question, we review current forest conditions and the status of the wood products industry, how pellet production affects ecosystem services and biodiversity, and what methods are in place to monitor changes and protect vulnerable systems. Scientific studies provide evidence that wood pellets in the SE USA are a fraction of total forestry operations and can be produced while maintaining or improving forest ecosystem services. Ecosystem services are protected by the requirement to utilize loggers trained to apply scientifically based best management practices in planning and implementing harvest for the export market. Bioenergy markets supplement incomes to private rural landholders and provide an incentive for forest management practices that simultaneously benefit water quality and wildlife and reduce risk of fire and insect outbreaks. Bioenergy also increases the value of forest land to landowners, thereby decreasing likelihood of conversion to nonforest uses. Monitoring and evaluation are essential to verify that regulations and good practices are achieving goals and to enable timely responses if problems arise. Conducting rigorous research to understand how conditions change in response to management choices requires baseline data, monitoring, and appropriate reference scenarios. Long-term monitoring data on forest conditions should be publicly accessible and utilized to inform adaptive management. © 2017 The Authors. Global Change Biology Bioenergy Published by John Wiley & Sons Ltd.","best management practices; biodiversity; bioenergy; carbon; ecosystem services; forests; pellets; southeastern United States; sustainability",Article,Scopus
"Acharya T.D., Yang I.T., Lee D.H.","GIS-based preliminary feasibility study for the optimal route selection for China-India railway through Nepal",2017,"Journal of the Korean Society of Surveying, Geodesy, Photogrammetry and Cartography",2,"10.7848/ksgpc.2017.35.4.281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030319221&doi=10.7848%2fksgpc.2017.35.4.281&partnerID=40&md5=d45993442e17f2ae9c08a76dea030c04","Transportation plays a vital role in sustainable development, and moreover, bulk transportation provides cost effective movement of goods and human beings with less environmental issues. Nepal is a developing country with increasing urbanization and transportation demands. The growing interest of China to connect with Southeast Asia through Nepal has led to ambitious project proposal of Rasuwa Gadhi to Birgunj Railways, which is the shortest route from China to India. Lack of updated geospatial data has lead the concerned authorities in Nepal to be dependent on analysis and proposals from donor nations. Taking such considerations, based on GIS and free data, this study explores optimal routes to connect cites using slope and land cover. Based on reclassified slope, two shortest optimal routes were found. One passing through Baireni in Dhading and another through Kathmandu towards Birgunj with length of around 172 Kilometers. The study shows that available open source data can be used of preliminary feasibility studies and yet shows limitations for detailed economy based planning. Development and use of high resolution updated geospatial data is of high necessity for Nepal to become self-sustained in planning of development works.","Birgunj; GIS; Least cost path; Nepal; Optimal route; Railway; Rasuwa gadhi",Article,Scopus
"Marshall Brown J.","Accidental sustainability will a rehabilitated relationship with the U.S. Change Cuba's culture of creative reuse?",2017,"Planning",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027447739&partnerID=40&md5=f0d3caa59b8393ca82a9f73619c6b474","Cubans who own cars from the 1950s and earlier once rehabilitated them out of necessity. Today, many classic cars are used as tourist taxis. The cost for such a ride is often around $50 per hour, which is almost double a Cuban’s monthly salary. Though accidental sustainability is ingrained in the Cuban mindset, many who grew up under the leadership of the Castro brothers are eager for some of the material goods readily available in other parts of the world. This rush toward Western consumerism, made easier by the relaxation of laws regarding private enterprise and personal property coupled with a potential end of el bloqueo, could erase the innate sustainability emblematic of the Cuban experience. Planners, engineers, architects, and historic preservationists in Havana are aware of what this could mean for their city and are working on strategies that will help the city endure for the next several generations. La Habana Re-Generación has designated priorities for sustainable growth, seeking to preserve not only the city’s historic architecture, but to envision how modern sustainable design can fit into Havana’s historic cityscape, provide for new public space, and preserve the city’s recycling culture.",,Article,Scopus
"Qureshi M.I., Hassan M.A., Hishan S.S., Rasli A.M., Zaman K.","Dynamic linkages between sustainable tourism, energy, health and wealth: Evidence from top 80 international tourist destination cities in 37 countries",2017,"Journal of Cleaner Production",26,"10.1016/j.jclepro.2017.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019575424&doi=10.1016%2fj.jclepro.2017.05.001&partnerID=40&md5=73bf5ec5b98daa8cd59a2fc7ecbbc622","This study examines the relationship between sustainable tourism, energy, health, and wealth in a panel of 37 tourists’ induced countries that covered around top 80 international tourist destination cities. The panel Generalized Method of Moments (GMM) estimator is used to evaluate the dynamic linkages between the variables. The results show that inbound tourism has a positive relationship with energy demand, health expenditures, per capita income, FDI inflows, trade, and carbon dioxide (CO2) emissions while outbound tourism increases health expenditures. International tourism receipts and global financial crisis increases greenhouse gas (GHG) emissions and CO2 emissions respectively. Economic growth and trade openness both increases inbound tourism while FDI inflows increase tourism receipts. The study confirms Environmental Kuznets Curve (EKC) for CO2 emissions and GHG emissions, which eventually indicates that growth reduces the environmental impact of economic activity in the premises of international tourism indicators. The results further validate the tourism-led growth hypothesis in a panel of selected countries. © 2017 Elsevier Ltd","Carbon emissions; Energy demand; GHG emissions; Panel GMM estimator; Per capita income; Tourism",Article,Scopus
"Pandey R., Jha S.K., Alatalo J.M., Archie K.M., Gupta A.K.","Sustainable livelihood framework-based indicators for assessing climate change vulnerability and adaptation for Himalayan communities",2017,"Ecological Indicators",28,"10.1016/j.ecolind.2017.03.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018922001&doi=10.1016%2fj.ecolind.2017.03.047&partnerID=40&md5=feba1f5692b6b5e1ee428dc7ab8dc1eb","This study evaluated the climate change vulnerability of Himalayan communities, and their potential to adapt to these changes, through assessing their perceived reactions and counter-actions to climate change. The evaluation was conducted through proposing and testing indices for vulnerability (Climate Vulnerability Index – CVI) and adaptation (Current Adaptive Capacity Index – CACI) based on the assumption that a community is an active dynamic entity and has tremendous capability to address the impacts of climate change through an ability to make adjustments based on perceived experiences. Both CVI and CACI include the five forms of capital leading to sustainable livelihood, i.e. human, natural, financial, social and physical capital, and were assessed for each of these forms of capital based on the IPCC framework of vulnerability assessment and its three dimensions (exposure, sensitivity, adaptive capacity). Data for the analysis were collected from randomly selected households located away from district headquarters (ADH) and near district headquarters (NDH). Each dimension was measured based on associated socio-environment-specific indicators for assessing vulnerability and sustainability at community level. The results showed that ADH households had higher human capital and natural capital vulnerability than NDH households. In contrast, NDH households had higher social capital and financial capital vulnerability than ADH households. Overall, ADH households had greater vulnerability than NDH households. These results improve understanding of the environmental and socio-economic changes affecting rural livelihoods and the measures needed to address their specific vulnerabilities by addressing bottlenecks in education and training facilities for skill up-grading, increasing interaction opportunities through local functions and creating opportunities for income generation and effective market and farm linkages. An attempt was made to reduce the gap between bottom-up understanding and top-down policies by suggesting precautionary and ongoing adaptation practices for the communities studied, leading to effective and efficient addressal of vulnerabilities. Vulnerability in the study context was taken to mean externally driven change leading to disturbance in the human environment that could alter internal and external livelihood settings. © 2017 Elsevier Ltd","Bottom-up approach; Exposure; Household capital; Resilience",Article,Scopus
"Angelidou M., Psaltoglou A.","An empirical investigation of social innovation initiatives for sustainable urban development",2017,"Sustainable Cities and Society",32,"10.1016/j.scs.2017.05.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020435872&doi=10.1016%2fj.scs.2017.05.016&partnerID=40&md5=509f153f59c5385a9abcb65605652712","Recent literature on social innovation highlights its conceptual ambiguity and emphasizes how technology has contributed to the renovation of this 200 year old practice, calling for more sector-specific research. Addressing this call, this paper examines how social innovation fits in the urban sustainability discourse and in what way it empowers urban citizens and their communities towards serving their interests. The findings with respect to 29 cases of social innovation initiatives for environmental sustainability across 9 domains suggest that a large spectrum of sustainability challenges and topics are addressed by existing initiatives, which in turn can refer to different urban spatialities. For each initiative we examine the social innovation process, focusing on the types of involved organizations, the underlying innovation mechanisms as well as the use of technology. In terms of citizen empowerment, we examine the empowerment mode, the main beneficiaries of the innovation, as well as the specific outcome of the initiative. Following this analysis, we arrive to the identification and description of four primary citizen profiles in social innovation for sustainable urban development. We close by calling for further research into the perception, behavior and needs that are associated with the identified citizen profiles and their communities. © 2017 Elsevier Ltd","Cities; Citizen profiles; Environment; Smart; Sustainability; Technology",Article,Scopus
"Bellos E., Tzivanidis C.","Energetic and financial sustainability of solar assisted heat pump heating systems in Europe",2017,"Sustainable Cities and Society",23,"10.1016/j.scs.2017.05.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020265334&doi=10.1016%2fj.scs.2017.05.020&partnerID=40&md5=4aea615840ea078654bf683dd6af37d6","The objective of this study is to compare energetically and financially a solar assisted heat pump heating system powered by flat plate collectors with a conventional air source heat pump system for twenty European cities. The examined buildings have 100 m2 floor area and they are identical among the examined cases in order to perform a comparison under the same terms. Only the insulation thickness varies, examining two insulation scenarios with 4 cm and 8 cm insulation layer thickness. According to the final results, the electricity savings using the solar assisted heat pump system are ranged from 30% to 40%, indicating great sustainability in both insulation scenarios. The COP in the solar assisted systems is found close to 4 and for the conventional air source systems close to 2.5. The solar assisted heating system is proved to be also the financially optimum solution for the majority of the examined cities and especially in low insulation cases. More specifically, this system is proved to be ideal for cities with high solar potential and not extremely low heating loads. The simulation tool is TRNSYS and the analysis is performed for all the winter period. © 2017 Elsevier Ltd","Building heating loads; Solar assisted heat pump; Solar energy; TRNSYS",Article,Scopus
"Sueyoshi T., Yuan Y.","Social sustainability measured by intermediate approach for DEA environmental assessment: Chinese regional planning for economic development and pollution prevention",2017,"Energy Economics",28,"10.1016/j.eneco.2017.06.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030456483&doi=10.1016%2fj.eneco.2017.06.008&partnerID=40&md5=84700d494c60198c4ae0d931eedb4b3e","This study examines the level of simultaneous achievement on economic prosperity and environmental protection, so measuring the level of sustainability by a newly proposed intermediate approach. Conventionally, DEA (Data Envelopment Analysis) for performance evaluation was used to assess various economic activities of organizations that utilized inputs (e.g., the number of employees) to yield desirable outputs (e.g., the number of products). The methodology was usually classified into radial or non-radial category. In an effort of extending it to environmental assessment, DEA needs to incorporate undesirable outputs (e.g., the amount of CO2) into the computational framework. This type of assessment is referred to as “DEA environmental assessment”. The proposed intermediate approach develops a new type of DEA environmental assessment by combining the analytical features of radial approach with those of non-radial approach. The new approach measures the level of unified inefficiency on each production factor and determines the level of total unified inefficiency from the average of the sum of these inefficiency scores. A rank sum test and a mean test are additionally incorporated into the proposed intermediate approach. Such a combination enhances the statistical capability. As an application, this study examines the level of sustainability related to 30 provinces in China from 2003 to 2014. The application finds four policy implications. First, it is important for China to allocate its resources to western provinces at a level that it has used for coastal developments. Second, the government continues to reinforce the policy making effort on environmental protection by paying attention to central and southern regions. The Chinese industries need to transfer toward “green” energy. The transfer should be efficiently executed for their future developments. Third, the government has focused on the sustainability development in urban provinces and then has gradually shifted the policy influence toward rural areas. Finally, the policy implementation needs a time lag until it becomes effective. The time lag on economic policy is longer than that of environmental policy. The economic policy has historically produced a regional imbalance, often leading to educational and income imbalances, among Chinese provinces. © 2017 Elsevier B.V.","DEA; Economy; Environment; Intermediate approach; Sustainability",Article,Scopus
"Jones P.","Formalizing the informal: Understanding the position of informal settlements and slums in sustainable urbanization policies and strategies in Bandung, Indonesia",2017,"Sustainability (Switzerland)",15,"10.3390/su9081436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027700740&doi=10.3390%2fsu9081436&partnerID=40&md5=c7f1748a5ddb994832746213be74353e","Sustainable urbanization policies and strategies are posited as a major tool by which to achieve the sustainable development of growing towns and cities. A major challenge for sustainable urbanization policies and strategies is how to address the complexity of urbanization, especially the ongoing growth of informal settlements and slums in developing countries. It is acknowledged that those living their lives in such housing and settlements suffer greater levels of spatial, economic and social exclusion from the benefits of urbanization that other segments of the urban population. Using a case study approach, this paper examines the range of challenges associated with the growth of informal settlements and slums, seeking to understand how they are positioned via upgrading policies in city urbanization plans and strategies in Indonesia's third largest city, Bandung. The research finds that there has been a shift in kampung and slum upgrading policy from in-situ solutions to vertical housing towers which appear incompatible in accommodating the way of life practiced in kampung adaptive urbanism contexts. The manner in which city governments manage informal settlements and slums by seeking to reshape and restructure the lifestyles of residents to align with formal market measures has a major impact on existing disadvantaged communities. The paper concludes with a call for greater leadership, political commitment and recognition of contextual responses when developing slum upgrading policies set within urbanization policies and strategies branded as sustainable. © 2017 by the authors.","Indonesia; Informal settlements; Kampungs; Plans; Slums; Sustainable urbanization",Article,Scopus
"Ahmadi M.M., Mahdavirad H., Bakhtiari B.","Multi-criteria analysis of site selection for groundwater recharge with treated municipal wastewater",2017,"Water Science and Technology",3,"10.2166/wst.2017.273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027682163&doi=10.2166%2fwst.2017.273&partnerID=40&md5=58a884b5e0695873a3d3dd625377c003","Geographic information systems (GIS) and remote sensing techniques are used as a decision support system to identify potential soil aquifer treatment (SAT) sites for groundwater recharge of Kerman aquifer, which is located in the southeast of Iran. These sites are identified using a single-objective multi-criteria analysis. To ensure technical feasibility, environmental sustainability, social acceptability and economical viability a number of criteria are considered for the site selection. The criteria selected for the different variables and acceptable ranges are based on standards published in national and international guidelines and technical documents. Multi-criteria evaluation was performed combining all produced thematic maps by means of the weighted index overlay method in order to select sites meeting all the criteria. The resulting map of this analysis shows potential sites are located in the north, southwest and southeast of the study area. Considering field observations, a potential site, which is located in the southwest of the study area, is proposed as the most suitable site for SAT. The result indicates that the study area has sufficient required suitable space for groundwater recharge with treated wastewater. © IWA Publishing 2017.","GIS; Remote sensing; SAT; Site selection; Treated wastewater",Article,Scopus
"Iqbal A., Allan A., Afroze S.","Analysis of transport eco-efficiency scenarios to support sustainability assessment: a study on Dhaka City, Bangladesh",2017,"Environmental Monitoring and Assessment",2,"10.1007/s10661-017-6078-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021676009&doi=10.1007%2fs10661-017-6078-0&partnerID=40&md5=5ebbcea72bb77245fe9a0031a4573334","The study focused to assess the level of efficiency (of both emissions and service quality) that can be achieved for the transport system in Dhaka City, Bangladesh. The assessment technique attempted to quantify the extent of eco-efficiency achievable for the system modifications due to planning or strategy. The eco-efficiency analysis was facilitated with a detailed survey data on Dhaka City transport system, which was conducted for 9 months in 2012–2013. Line source modelling (CALINE4) was incorporated to estimate the on-road emission concentration. The eco-efficiency of the transport systems was assessed with the ‘multi-criteria analysis’ (MCA) technique that enabled the valuation of systems’ qualitative and quantitative parameters. As per the analysis, driving indiscipline on road can alone promise about 47% reductions in emissions, which along with the number of private vehicles were the important stressors that restrict achieving eco-efficiency in Dhaka City. Detailed analysis of the transport system together with the potential transport system scenarios can offer a checklist to the policy makers enabling to identify the possible actions needed that can offer greater services to the dwellers against lesser emissions, which in turn can bring sustainability of the system. © 2017, Springer International Publishing AG.","CALINE4; Dhaka City, Bangladesh; Multi-criteria analysis; Transport scenarios",Article,Scopus
