Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Source
"Peng J., Liu Z., Liu Y., Hu X., Wang A.","Multifunctionality assessment of urban agriculture in Beijing City, China",2015,"Science of the Total Environment",32,"10.1016/j.scitotenv.2015.07.136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941312619&doi=10.1016%2fj.scitotenv.2015.07.136&partnerID=40&md5=628514a6b82656b7ed83cde1a99f0dfe","As an important approach to the realization of agricultural sustainable development, multifunctionality has become a hot spot in the field of urban agriculture. Taking 13 agricultural counties of Beijing City as the assessing units, this study selects 10 assessing index from ecological, economic and social aspects, determines the index weight using Analytic Hierarchy Process (AHP) method, and establishes an index system for the integrated agricultural function. Based on standardized data from agricultural census and remote sensing, the integrated function and multifunctionality of urban agriculture in Beijing City are assessed through the index grade mapping. The results show that agricultural counties with the highest score in ecological, economic, and social function are Yanqing, Changping, and Miyun, respectively; and the greatest disparity among those counties is economic function, followed by social and ecological function. Topography and human disturbance may be the factors that affect integrated agricultural function. The integrated agricultural function of Beijing rises at the beginning then drops later with the increase of mean slope, average altitude, and distance from the city. The whole city behaves balance among ecological, economic, and social functions at the macro level, with 8 out of the 13 counties belonging to ecology-society-economy balanced areas, while no county is dominant in only one of the three functions. On the micro scale, however, different counties have their own functional inclination: Miyun, Yanqing, Mentougou, and Fengtai are ecology-society dominant, and Tongzhou is ecology-economy dominant. The agricultural multifunctionality in Beijing City declines from the north to the south, with Pinggu having the most significant agricultural multifunctionality. The results match up well with the objective condition of Beijing's urban agriculture planning, which has proved the methodological rationality of the assessment to a certain extent. © 2015 Elsevier B.V.","Beijing City; Multifunctionality assessment; Triangle illustration method; Urban agriculture",Article,Scopus
"Sherriff G.","Voting on sustainable transport: communication and governance challenges in Greater Manchester's ‘congestion charge’ referendum",2015,"Local Environment",2,"10.1080/13549839.2014.911267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949087471&doi=10.1080%2f13549839.2014.911267&partnerID=40&md5=6c6985e0d91b1b8468954aa287093246","In December 2008, the Greater Manchester electorate voted to reject a £3 billion package of transport measures that would have included investment in the conurbation's bus, tram and rail networks and walking and cycling infrastructure, together with, and partially funded by, the introduction of a congestion charge. The proposals followed a successful bid to the UK Government Transport Innovation Fund (TIF). High levels of car use present challenges to cities, and the TIF bid can be seen as an attempt to address these by promoting and facilitating a modal shift. The paper reflects on the debates surrounding the proposals, which led to a referendum. In particular, it explores the challenges of communicating complex, controversial plans in a fragmented and contested political arena. © 2014 Taylor & Francis.","Communication; Congestion charging; Governance; Transport; Transportation justice",Article,Scopus
"Rashid N., Jabar J., Yahya S., Shami S.","Dynamic eco innovation practices: A systematic review of state of the art and future direction for eco innovation study",2015,"Asian Social Science",12,"10.5539/ass.v11n1p8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915763722&doi=10.5539%2fass.v11n1p8&partnerID=40&md5=25fcc1bb9518bc0763d934b322fd51f9","Purpose: The purpose of this paper is to discuss the role of dynamic eco innovation practice in order to achieve sustainability in manufacturing industries. The outcomes of this paper attempts to describe core categories of eco innovation practices in manufacturing industry, drivers of eco innovation-practices and framework of dynamic eco-innovation practices. At the end of the paper provides insight of new research direction for eco innovation research in new millennium particularly in developing countries.Design/methodology/Approach: The selected papers that have been reviewed were retrieved from Google scholar database with high citation index. A list of items/variables was developed for eco innovation measures based on dynamic capabilities theory pillar in eco innovation/green manufacturing through systematic literature review.Findings: Manufacturing acknowledges technical target in form of both product and process eco innovation as a pivotal role to attain sustainability development in ecology, economy and society. There are four eco innovation drivers captured in literature namely regulatory push, technology push, market pull, and firm strategies. However, underlined dynamic capabilities theory, four measurements uncovered consists of technology collaboration, green human resource, eco innovation culture and environmental management system strategy. Exploring the factors of eco innovation effort considered as the heart of new research direction in new millennium.Originality/value: Eco innovation is a new research area and limited knowledge established under micro level. Thus, this paper attempts to provide a clear direction of dynamic eco innovation practices towards eco innovation efforts in manufacturing industry en route for building the sustainable development echoes to economy, ecology and society. © 2015, Canadian Center of Science and Education. All rights reserved.","Dynamic eco innovation practice; Eco innovation; Sustainability development",Article,Scopus
"Salgado H., Bailey J., Tiller R., Ellis J.","Stakeholder perceptions of the impacts from salmon aquaculture in the Chilean Patagonia",2015,"Ocean and Coastal Management",13,"10.1016/j.ocecoaman.2015.07.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938150062&doi=10.1016%2fj.ocecoaman.2015.07.016&partnerID=40&md5=2cea4b6b13610793e8f1edfa5f5be0cd","We review stakeholder perceptions in Chile regarding socioeconomic impacts of salmon aquaculture in the Chilean Patagonia. This is one of the fastest growing industries in Chile that developed with very limited regulation, which has resulted in significant effects on the ecosystem and local communities. After the Infectious Salmon Anemia (ISA) virus struck the industry in 2007, aquaculture companies helped to craft new legislation in an effort to create a sustainable industry. Nevertheless, some of the impacts remain and a new and small outbreak of the ISA virus struck in 2013. During this period, we conducted a series of workshops to evaluate stakeholder concerns regarding the impacts generated by aquaculture. Stakeholders from the government, NGOs, local communities, fishermen and aquaculture companies participated in a series of workshops, where they shared their different views about the impacts of the salmon industry in Chile. The analysis of this information provides an overview of the main issues from salmon aquaculture, a guide for regulators and firms about where negative perceptions exist, and recommendations on how the salmon industry can become more sustainable. We found that regulatory institutions and governance are the most important concerns of stakeholders to achieve a sustainable aquaculture industry in Chile. © 2015 Elsevier Ltd.","Chile; Salmon aquaculture; Stakeholder perceptions",Article,Scopus
"Salimzadeh P., Courvisanos J.","A Conceptual Framework for Assessing Sustainable Development in Regional SMEs",2015,"Journal of Environmental Assessment Policy and Management",3,"10.1142/S1464333215500398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955169068&doi=10.1142%2fS1464333215500398&partnerID=40&md5=8fa1270bdb01ed48b491c030c1f375a2","Small and medium-sized enterprises (SMEs) are significant regional development agents. Therefore, if SMEs adopt sustainability and regional economic strategies at the same time, it enables local communities to benefit from sustainable development, innovation and economic development in their regions. In the SME literature, there is a lack of appreciation of the sustainability issue and its connection with its local community. Bringing together the relevant literature, this paper develops a sustainability assessment framework for SMEs by providing the internal and external drivers and inhibitors affecting the adoption of social and environmental friendly practices in SMEs within the regional context. This framework can be used as a basis for application in regional development. It will also be a valuable tool for evaluation and monitoring of strategies for sustainability adoption. © 2015 Imperial College Press.","economic development; regional development; Small and medium-sized enterprises; sustainability",Article,Scopus
"Sinan Erzurumlu S., Erzurumlu Y.O.","Sustainable mining development with community using design thinking and multi-criteria decision analysis",2015,"Resources Policy",27,"10.1016/j.resourpol.2014.10.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947058723&doi=10.1016%2fj.resourpol.2014.10.001&partnerID=40&md5=f2260bf9c1f33f54c9444627fd0b8288","The economic and social outcomes of mining development can be enhanced by positioning local communities central to development activities. Conventional approaches have failed to respond to the needs of the community without this involvement in decision making. Accordingly, novel development approaches for community involvement and sustainability have to recognize the complex nature of social systems in which mining sector exists. The objective of this paper is to develop a community-centered approach by integrating rapid and participatory nature of design thinking with multi-criteria decision analysis (MCDA) in order to support sustainable development. While design thinking engages multiple stakeholders for generating alternatives, MCDA provides metrics for assessing these alternatives. Drawing on an example from a small scale mining development in Central America, this paper shows that early community involvement and rigorous impact assessment on a regular basis motivate community involvement and give value to the social outcome of mining development. © 2014 Published byElsevierLtd.","Decision analysis; Design thinking; Small scale mining; Sustainability; Sustainable development",Article,Scopus
"Đukan M., Aralica Z.","Analysing a bottom-up methodology for developing communal biogas plants in Croatia",2015,"Journal of Sustainable Development of Energy, Water and Environment Systems",3,"10.13044/j.sdewes.2015.03.0027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982181982&doi=10.13044%2fj.sdewes.2015.03.0027&partnerID=40&md5=e013f32c200119598a78363b1f21f81a","This research presents a bottom-up methodology for assessing biogas potentials applied in a local community in Croatia. The research is based on analysing the flow of resources on a local level and capability of local actors to innovate and cooperate. Our method grades the local actors – in this case, owners of family farms in Gundinci municipality in Croatia – based on their farms’ biogas potential (or the amount and quality of manure they produce) and an indicator which we refer to as innovative-cooperation capacity. This methodology builds upon the biogas potential analysis by identifying farmers who are willing to improve their farms manure management system and cooperate in the field of biogas production in Gundinci. The replication of this methodology could stimulate rural development, through pinpointing realizable biogas projects, which could generate new money flows for the local economies and help farmers meet the norms of the European Union Nitrates Directive which regulates manure management, in order to control nitrogen flows in agriculture. © 2015 International Centre for Sustainable Development of Energy, Water and Environment Systems SDEWES. All rights reserved.","Biogas potential analysis; Innovative-cooperation capacity; Rural development",Article,Scopus
"Osborne T.","Tradeoffs in carbon commodification: A political ecology of common property forest governance",2015,"Geoforum",33,"10.1016/j.geoforum.2015.10.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945561340&doi=10.1016%2fj.geoforum.2015.10.007&partnerID=40&md5=8709f3d4aae61e22b0f280a84c3bef9f","Carbon markets have gained traction worldwide as an ostensibly win-win solution to climate change, providing low-cost emission reductions in the Global North and sustainable development in the Global South. However, sustainable development and livelihood co-benefits have largely failed to materialize in a range of carbon offset projects, particularly those in forest communities. While some scholars explain this failure as an outcome of fundamental tradeoffs between market efficiency and sustainable development, others argue that institutions of common property land tenure can resolve tradeoffs and generate important co-benefits for local communities. Using a political ecology approach, integrating insights of Karl Polanyi and Noel Castree on the commodification of nature and evidence from a carbon forestry project in Chiapas, Mexico, this article grapples with the ways in which carbon market requirements shape forest governance within common property tenure arrangements. I argue that the centralization of forest governance and decision making into the hands of project implementers and brokers, the necessity for legible land rights and boundaries, and the technical requirements for measurement, calculation, and monitoring of carbon have reshaped forest governance in ways that have undermined the social and ecological benefits often associated with common property management schemes. This research therefore demonstrates that so-called tradeoffs between market efficiency and equitable sustainable development goals may not be inherent to carbon forestry and calls into question the reliance on disembedding market mechanisms for climate change mitigation in forest ecosystems. As such, this work has important implications for REDD+. © 2015 Elsevier Ltd.","Carbon market; Carbon offsets; Commodification of nature; Forest governance; Mexico; Political ecology; REDD+",Article,Scopus
"Chmielewski W., Głogowska M.","Implementation of the natura 2000 network in Poland - An opportunity or a threat to sustainable development of rural areas? Study on local stakeholders' perception",2015,"Eastern European Countryside",2,"10.1515/eec-2015-0008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954146691&doi=10.1515%2feec-2015-0008&partnerID=40&md5=6d41ecd365320329a0b58ab2ec3de020","Conflicts related to the implementation of the Natura 2000 network can be found in Poland and other European countries. The general causes of those conflicts are known. Some of them lie in the habitat directive itself, and others are related to the transposition of the directive into national environmental law and management systems. The designation of Natura 2000 sites in Poland involved strong protests on a local level, mainly due to the lack of consultations with the stakeholders, or at least with the local governments. In those days, the common argument against the implementation of Natura 2000 was one of severe restrictions on the conduct of economic activities and infrastructure development. Eight years after the official implementation of Natura 2000 in Poland, we would like to state the research question as follows: ""Is Natura 2000 a constraint on local development?"" The paper presents the results of the research on the conflicts related to the Natura 2000 sites in Poland, and a perception of the Natura 2000 impact on the local economy, local community, and local citizens' own situation, based on the questionnaire surveys conducted at the meetings, where management plans of the Natura 2000 sites were discussed. It appears that despite many cases of conflicts related to economical activities, new investments or infrastructure identified in municipalities with Natura 2000 sites in Poland, local stakeholders do not consider Natura 2000 only to be a restraint, but also an opportunity. © Nicolaus Copernicus University 2015.","Natura 2000; Poland; social conflict; sustainable development",Article,Scopus
"Nunthasiriphon S.","Application of sustainable tourism development to assess community-based tourism performance",2015,"Kasetsart Journal - Social Sciences",1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954319800&partnerID=40&md5=0aaa7442668cb184d8e6f83ac85db6b4","The foundation of sustainable tourism development is the concept that the economy, socio-culture, and environment are related, and that the strong development of communities relies on the efficient management of these three pillars whenever there is any decision to be made. The objective of this research was to study the application of sustainable tourism development (STD) to assess community-based tourism performance (CBTP) by concentrating on the indicators for the evaluation of CBTP. To reach such a goal, this research begins with a literature review concerning CBT goals and objectives and also STD through an outline of indicators. The next step is a range of comprehensive interviews with the local leaders, public officers, CBT team, and academic scholars of the Koh Kred Kred community, Pak-Kred district, Nonthaburi province, Thailand. The findings of this study demonstrated that the goals and objectives of CBT emphasize the development of community in several aspects, including the generation of revenue and employment, the encouragement of participation, and an increase of awareness regarding the preservation of culture and environment which is part of the sustainable development way. Indicators of CBTP in terms of STD are the guides not only to the economic, socio-cultural, and environmental issues, but also to subjects which concern ecology. To conclude, both CBTP and STD aim to better the quality of life of inhabitants by creating a sustainable economy, valuing the socio-cultural genuineness of local communities, and conserving the environment. © 2015, Kasetsart University. All rights reserved.","Community-based tourism; Economy; Environment; Socio-culture; Sustainable tourism",Article,Scopus
"Hoyos S.C.","Extractive industries and conflict prevention: Social intervention model for south America",2015,"Business, Peace and Sustainable Development",1,"10.9774/GLEAF.8757.2015.de.00004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019249582&doi=10.9774%2fGLEAF.8757.2015.de.00004&partnerID=40&md5=aff43d1da1bddbcb43e21a0c45583564","The impressive development of the extractive industries in South America in the last few decades has contributed significantly to the region's economic stability as well as generating many challenges to the social viability of its operations. Widespread dissatisfaction in neighbouring communities has seen the expansion of social resistance to the extractive industries, resulting in violent episodes and high costs not only for the private companies involved but especially for governments and local communities. For that reason, extractive companies are prioritizing the development of more effective relationship mechanisms which could enable the timely prevention of natural resource conflicts. These companies are challenged to find a new way of doing business, recognizing the fact that a reactive response in crisis conditions generates a significantly higher cost than managing social risks through a daily relationship with stakeholders. Considering the effects on the viability of extractive industries in South America, this article analyses the main sustainability drivers of conflict that should be taken into account when defining initiatives to improve natural resource governance. From this perspective, a social intervention model has been proposed to contribute to the prevention of social conflicts associated with extractive industries and to build trusting relationships and engagement with key stakeholders. Through this long-term effort, extractive activity could contribute to sustainable development by acting as a catalyst for local economic growth and social change. © Greenleaf Publishing 2015.","Dialogue; Local development; Natural resource conflict; Strategy; Sustainability",Article,Scopus
