Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Source
"Misiaszek G.W.","Ecopedagogy as an element of citizenship education: The dialectic of global/local spheres of citizenship and critical environmental pedagogies",2016,"International Review of Education",7,"10.1007/s11159-016-9587-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986321990&doi=10.1007%2fs11159-016-9587-0&partnerID=40&md5=865d4ae719663e0c587312007099957f","Emerging from popular education movements in Latin America, ecopedagogy is a critical environmental pedagogy which focuses on understanding the connections between social conflict and environmentally harmful acts carried out by humans. These connections are often politically hidden in education. Ecopedagogy, while being pluralistic, is in its essence defined as a critical, transformative environmental pedagogy centred on increasing social and environmental justice. Its ultimate aim is to find a sustainable balance between the conflicting goals of diverse notions of human progress and environmental wellbeing. This article is based on two comparative research projects. The first was a qualitative study on ecopedagogical models involving 31 expert ecopedagogues in Argentina, Brazil and the Appalachian region of the United States. They were asked for their perspectives on how successful ecopedagogy can be defined within the contexts in which they taught and conducted research. The second study analysed how 18 international expert scholars of citizenship and/or environmental pedagogy from six world continents regarded the ways in which citizenship intersects with environmental issues and the pedagogies of both in an increasingly globalised world, with specific focus on Global Citizenship Education. Results from the first study indicate the following two needs for effective environmental pedagogies: (1) for there to be an ecopedagogical paradigm shift in environmental teaching and research; and (2) for ecopedagogy to be an essential element of citizenship education (and vice versa). This article examines how conflicting processes of globalisation both help and hinder in achieving such a paradigm shift by decentring traditional nation-state citizenship. Results from the second study indicate how critical teaching within and between different spheres of citizenship (e.g. local, national, global, and planetary citizenship) is essential for ecopedagogy (and the ecopedagogical element). © 2016, Springer Science+Business Media Dordrecht and UNESCO Institute for Lifelong Learning.","Citizenship; Ecopedagogy; Education for Sustainable Development (ESD); Global Citizenship Education (GCE); Globalisation",Article,Scopus
"Hong W., Jiang R., Yang C., Zhang F., Su M., Liao Q.","Establishing an ecological vulnerability assessment indicator system for spatial recognition and management of ecologically vulnerable areas in highly urbanized regions: A case study of Shenzhen, China",2016,"Ecological Indicators",42,"10.1016/j.ecolind.2016.05.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973441893&doi=10.1016%2fj.ecolind.2016.05.028&partnerID=40&md5=04f6e11398a0b6de6393a4e3c2db7782","The extensive use of modeling and technologies such as a geographic information system (GIS) in ecological vulnerability assessment and the recognition of eco-environmentally vulnerable areas from the perspective of spatial positioning provide important complements to urban ecological space management research. This study establishes an ecological vulnerability assessment indicator system containing nine elements and twelve indicators with respect to ecological sensitivity, ecological pressure, and self-resilience. The range of ecologically vulnerable areas in a highly urbanized region is spatially recognized. Management strategies are proposed with regard to institutionalization and marketization. The results show that the ecological vulnerability in Shenzhen is good overall and that most areas are moderately vulnerable; the goal of space management is to enhance ecological function and prevent further expansion of the city as a threat to ecological security. Highly vulnerable areas are mainly distributed in the west and agglomerate with urban functional areas; it is suggested to delimit an ecological red line in this region and implement the most stringent ""steel wire"" control following the existing ecological protection law in China. Furthermore, this study proposes an ecological preparedness system suited for the particularity of the highly urbanized region in Shenzhen and attempts to introduce marketization into ecological restoration to solve the economic and social plight of ecological reconstruction in highly urbanized regions. The vulnerability assessment results objectively reflect the condition of the regional ecological environment, and the space management policy has implications for ecological protection, resource utilization, and sustainable development in similar cities. © 2016 Elsevier Ltd.","Ecological management; Ecological preparedness; Ecological vulnerability; GIS; Shenzhen; Spatial recognition",Article,Scopus
"Tolessa T., Senbeta F., Kidane M.","Landscape composition and configuration in the central highlands of Ethiopia",2016,"Ecology and Evolution",13,"10.1002/ece3.2477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991782176&doi=10.1002%2fece3.2477&partnerID=40&md5=9acc8f6a12e7bb73543f7de47bc16a13","Landscape dynamics are common phenomenon in the human-dominated environments whereby it can be observed that the composition and configuration between landscape elements change over time. This dynamism brings about habitat loss and fragmentation that can greatly alter ecosystem services at patch, class, and landscape levels. We conducted a study to examine composition and configuration of forested landscape in the central highlands of Ethiopia using satellite images of over a period of four decades, and FRAGSTAT raster dataset was used to analyze fragmentation. Our result showed five land use/land cover (LULC) types in the study area. Cultivated land and settlement land increased at the expense of forestland, shrubland, and grassland. Fragmentation analysis showed the number of patches increased for all LULC types, indicating the level of fragmentation and interspersion. Juxtaposition increased for shrubland, grassland, and cultivated lands and decreased for settlement and forestland resulting in the fragmentation and isolation of patches. The study of LULC along with fragmentation at the landscape level can help improve our understanding of the pace at which conversion of landscape elements is happening and the impacts on ecosystem services as studies of LULC are courser in nature and would not show how each land use is reducing in size, proximity and shape among other things that determine ecosystem services. Such type of studies in rural landscapes are very vital to consider appropriate land management policies for the landscape level by taking into account the interaction between each element for sustainable development. We recommend land managers, conservationists, and land owners for observing the roles of each patch in the matrix to maximize the benefits than focusing on a single element. © 2016 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.","ecosystem services; fragmentation; land use and land cover; landscape composition; landscape configuration; metric",Article,Scopus
"Xiang Y., Meng J.","Research into ecological suitability zoning and expansion patterns in agricultural oases based on the landscape process: a case study in the middle reaches of the Heihe River",2016,"Environmental Earth Sciences",7,"10.1007/s12665-016-6165-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991216040&doi=10.1007%2fs12665-016-6165-5&partnerID=40&md5=9a7c33662fbcaf831db7ce85dae914e4","Given the complexity of land use activities, land ecological suitability analysis can reflect the advantages of regional natural resources and the potential of socioeconomic development. Thus, it could provide scientific evidence for environmentally land use planning in agricultural oasis cities. This research analyzes the principal conflicts and restrictive conditions of regional land use in the main agricultural oasis of the middle reaches of the Heihe River, and identified two kinds of antagonistic forces, i.e., agricultural oasis expansion and ecological conservation land expansion. Then, the minimum accumulative resistance theory and ecology assessment method are introduced to construct a comprehensive land use security model that meets ecological suitability. Furthermore, the strategic patches and radiation corridors for agricultural oasis expansion in the region are recognized through the model calculation. The main conclusions of the model are as follows. First, land use in the region can be clearly divided into four categories: key protected zone, buffer protected zone, moderate developed zone and optimized developed zone. Second, agricultural oasis expansion shows significant strategic patches and radiation corridors information. The strategic point locations are characterized by high-quality soil, rich water resources and outstanding location advantages; while the radiation corridors of each county indicates the direction for ecological suitability, which is significantly affected by the spatial distribution of traffic arteries and ecologically sensitive areas. Third, rural residents can be divided into five categories by the unit of town. Only after effectively identifying the potential and limiting factors of each type could the objective of sustainable management in the arid oasis be achieved. © 2016, Springer-Verlag Berlin Heidelberg.","Land ecological suitability; Landscape process model; Oasis expansion pattern; Strategic recognition; The agricultural oasis in the middle reaches of the Heihe River",Article,Scopus
"Birch E.L.","A Midterm Report: Will Habitat III Make a Difference to the World's Urban Development?",2016,"Journal of the American Planning Association",8,"10.1080/01944363.2016.1216326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988624722&doi=10.1080%2f01944363.2016.1216326&partnerID=40&md5=2453a46037e476847919b248c25187cf","In an exploration of the potential impact of Habitat III, the all–United Nations (U.N.) conference that meets every 20 years, I suggest that, in addition to government commitments, clear messaging and strong civic engagement are essential to its success. The basis for these critical elements is already in play, but is it strong enough? In answering this question, I discuss the treatment of cities and human settlements within the U.N. system, the legacies shaping the conference, and the views on sustainable urban development being put forth in its outcome document, the New Urban Agenda (NUA), arguing that the current draft NUA differs from its predecessors, leaving room for strengthening the required advocacy. I conclude with a short challenge to city and regional planners worldwide to become advocates. © 2016, Copyright © American Planning Association, Chicago, IL.","Habitat III; sustainable urban development; sustainable urbanization",Article,Scopus
"Duckett D., Feliciano D., Martin-Ortega J., Munoz-Rojas J.","Tackling wicked environmental problems: The discourse and its influence on praxis in Scotland",2016,"Landscape and Urban Planning",23,"10.1016/j.landurbplan.2016.03.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966668311&doi=10.1016%2fj.landurbplan.2016.03.015&partnerID=40&md5=682f1f1d5be7781d17fc22370bfd48e4","Complex, social-environmental issues can be classified as ‘wicked problems’ because they are incorrigible and hugely challenging for policy makers. Here we re-evaluate what makes problems wicked and assess various theoretical and pragmatic approaches that have been advanced to tackle them. We do so with the aim of contributing new insights to theory through answering the following research questions: What strategies to tackle wicked environmental problems are prominent in the literature?; To what extent do they provide pathways for tackling the defining characteristics of wicked environmental problems?; and, How are these strategies reflected in examples of practice? Our examples look at how emergent strategies have percolated, explicitly or implicitly, in the management of four problems in Scotland: (1) Securing sustainability and resilience of landscape and land-use systems through spatial planning; (2) Addressing population health through livestock disease control; (3) Mitigating climate change through woodland planting; and, (4) Mitigating rural diffuse pollution in freshwater systems. We present a consolidated set of characteristics of wicked problems against which we map strategies to tackle wicked problems proposed by a body of literature identified through a literature review and analysed using a thematic, qualitative approach. We identify fifteen strategies and show that most of these are, within the Scottish context, evident in practice. The extent to which the actual discourse has influenced praxis and how effective it has been is more difficult to determine but we conclude that, within a context of ‘incorrigible’ problems, small steps have been made towards taming an untameable beast. © 2016 Elsevier B.V.","Climate change; Diffuse pollution; Land use; Livestock disease; Planning; Woodland planting",Article,Scopus
"Markarian J.","Playing with plastics: Materials trends in toys",2016,"Plastics Engineering",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992744190&partnerID=40&md5=475090c002bef641b92a867bf1f18f45","Plastic materials can play a key role in both safety and sustainability in the making of toys. Three of the most widely used non-ortho-phthalate plasticizers in toys and children's products, according to BASF, are diisononyl cyclohexanedicarboxylate, di-2-ethylhexyl terephthalate (DEHT) and acetyl tributyl citrate (ATBC). Toy companies, while ever mindful of making sure their toys are safe for children, today are also concerned with sustainability of the materials used to make both the toys and their packaging. Denmark's Lego Group is one toy company that is on a quest to find sustainable materials that are also economically viable. Lego Group announced a bold plan in 2012 to find and implement sustainable alternatives to current materials by 2030. Sausalito, Calif.-based Green Toys Inc. has taken another route to sustainable toys. The company was founded in 2007 with the mission of using 100% recycled materials, primarily HDPE from recycled milk jugs to make its eco-friendly toy line and has been winning toy awards since 2008.",,Article,Scopus
"Genus A., Theobald K.","Creating low-carbon neighbourhoods: a critical discourse analysis",2016,"European Urban and Regional Studies",6,"10.1177/0969776414546243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989847796&doi=10.1177%2f0969776414546243&partnerID=40&md5=b802f0323063a303f2843f720714483e","A number of contributions have analysed or supported community or neighbourhood-level activities connected with the development of sustainable or low-carbon localities. The paper reports on a recently completed project (Newcastle Low Carbon Neighbourhoods). The paper aims to deepen understanding of problems relating to the creation of low-carbon neighbourhoods, focusing on competing discourses, which tend to marginalise residents. The paper shows that there is the potential to employ critical discourse analysis to probe the inclusivity or exclusivity of social and political actors and agenda, and the story sets, texts and practices capable of binding together, or keeping apart, individuals, groups and perspectives, and to examine the normative underpinnings of people’s behaviour and interpretations. The conclusions concern what we learn from the project regarding the role of language in multi-actor research and engagement and the promotion of low-carbon homes and neighbourhoods, which may be informative for the broader challenge of city-wide urban sustainability. © 2014, © The Author(s) 2014.","Critical discourse analysis; engagement; low-carbon neighbourhoods; sustainable communities; urban sustainability",Article,Scopus
"Patel S., Bartlett S.","“We beat the path by walking” Part II: Three construction projects that advanced the learning and credibility of the Indian Alliance",2016,"Environment and Urbanization",4,"10.1177/0956247816644399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988807888&doi=10.1177%2f0956247816644399&partnerID=40&md5=4e03e469abc349d94484f2d156203b8a","This paper continues the story of the Indian Alliance (the partnership of SPARC, Mahila Milan and the National Slum Dwellers’ Federation), as it designed and built housing with urban poor communities from 1986 to 1995. It focuses on three cases in Mumbai, where communities with precarious housing developed alternatives to resettlement and redevelopment. The housing solutions they developed were the product of negotiation with local authorities and collaboration with the evolving Alliance. The paper documents the collective learning – about the practicalities of construction as well as financing and relationships with local governments – that was instrumental to this work, and that influenced the Alliance’s strategies for inclusive community engagement and housing improvements in other locations. These strategies continue to develop and provide valuable lessons that can be applied to the implementation of the new urban Sustainable Development Goal. © 2016, © 2016 International Institute for Environment and Development (IIED).","citizen–state relations; community-based organizations; federations; gender; housing finance; Mumbai; upgrading; urban poverty",Article,Scopus
"Wenwen X., Bingxin Z., Lili W.","Marine Industrial Cluster Structure and Its Coupling Relationship with Urban Development: A Case pf Shandong Province",2016,"Polish Maritime Research",9,"10.1515/pomr-2016-0055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999188034&doi=10.1515%2fpomr-2016-0055&partnerID=40&md5=48634b5df89f7bed2e39fe498d61e7b4","Marine economy is a new economic form, emphasizing new development concept, new operation mechanism and management mode. In recent years, marine economy shows rapid growth, and marine industry presents a clustering development trend. The industrial linkage effect, industrial agglomeration effect and industrial radiation effect of the marine industrial cluster are important motive forces for the development of coastal cities. The marine industrial cluster takes coastal cities as the development platform and space, while the coastal cities achieve rapid and sustainable development based on the marine industrial cluster. The synergetic and coupling development of the marine industrial cluster and coastal cities is an important way for the promotion of industrial competitiveness and urban competitiveness. This paper developed a measure to identify the marine industrial cluster, designed the evaluation index of coupling of marine industrial cluster and coastal cities development from two perspectives of industrial linkage and spatial agglomeration, taking Shandong province, a typical coastal province in China, as an example, it studied the situation of the marine industrial cluster based on input-output data and data of marine enterprises of coastal cities, based on which it explored the coupling relationship between marine industrial cluster and coastal cities of Shandong province.","coupling coordination model; industrial cluster; marine industry; urban development",Article,Scopus
"Díaz P., Stanek P., Frantzeskaki N., Yeh D.H.","Shifting paradigms, changing waters: Transitioning to integrated urban water management in the coastal city of Dunedin, USA",2016,"Sustainable Cities and Society",11,"10.1016/j.scs.2016.03.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969269087&doi=10.1016%2fj.scs.2016.03.016&partnerID=40&md5=a26cb26678eb7376c5bd901c6d3925b0","Issues related to growing urban populations, protecting the environment and adapting to the changing climate cannot be ignored, especially when it comes to providing reliable water supply to urban areas. Sustainable cities look to shift away from the traditional urban water management characterized by a fragmented approach, and transition to form a new paradigm; one that manages the urban water cycle in a more integrated way, as a single resource, satisfying contemporary issues and adapting to future needs. This paper presents Dunedin, a highly urbanized coastal city, as a case study which considers contemporary issues and future needs of urban water supply. Where most IUWM case studies in literature explore only greywater and wastewater reuse, this paper evaluates the entire urban water cycle beginning with the sustainable extraction of groundwater. Dunedin's challenges and responses illustrates IUWM's usefulness in sustainable water use in a nearly closed loop system while providing valuable lessons for cities on a similar trajectory toward improved resilience. Innovative groundwater management strategies, investment in infrastructure technology and aggressive conservation have contributed toward greater sustainability and resilience. © 2016 Elsevier Ltd","Coastal cities; IUWM; Urban water cycle; Urban well field; Water conservation; Water recycling",Article,Scopus
"Thomé A.M.T., Scavarda A., Ceryno P.S., Remmen A.","Sustainable new product development: a longitudinal review",2016,"Clean Technologies and Environmental Policy",19,"10.1007/s10098-016-1166-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961621667&doi=10.1007%2fs10098-016-1166-3&partnerID=40&md5=eb03b5f74bdf2250740d10e689e5b7e6","Traditional new product development aims to integrate people, tools, and technology to shorten time-to-market and boost economic gains. Under the triple bottom line of sustainability, the integration with the environment brings an additional layer of complexity. Sustainable new product development (SNPD) is a new and ever-growing research area. This paper offers a novel combination of systematic literature review and bibliometric analysis of themes in SNPD in the past 25 years. The search for the relevant literature in Scopus citation database returned 1541 peer-reviewed papers. The analysis of co-occurrence of keywords identified the main themes of product life cycle, product design, sustainable products, production and environmental standards, innovation, human component of sustainability, supply chains, polymer, and renewable resource. Concerns with economic and environmental sustainability were present since the early research on SNPD. However, there is a growing concern with a holistic approach to SNDP integrating people, the economy, and the planet. The evolution of themes showed a need to integrate further the social aspects of sustainability into SNDP. A research agenda closes the paper proposing themes that deserve further scrutiny, related to sustainable products, product life cycle, and product design. © 2016, Springer-Verlag Berlin Heidelberg.","Bibliometric analysis; Co-word analysis; Design for the environment; Product life cycle; Systematic literature review; Triple bottom line sustainability",Article,Scopus
"AlWaer H., Kirk R.D.","Matching a community assessment tool to the requirements of practice",2016,"Proceedings of the Institution of Civil Engineers: Urban Design and Planning",3,"10.1680/udap.15.00001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988359040&doi=10.1680%2fudap.15.00001&partnerID=40&md5=d8a215a75b25197ca28e7fd6dbbd63b1","Over the last two decades, performance-based metrics have been applied in master planning as a means to estimate the impacts of large-scale development on the local and global environment. Community sustainability assessment has developed to provide a practical method for assessing the performance of a spatial master plan against an array of sustainability indicators. This paper considers the adequacy of such a tool to provide reliable information when and as required for decision-making in the planning process. It reviews Breeam (building research establishment environmental assessment method) Communities 2012 specifically examining whether this tool provides an analysis which is strategic, comprehensive and integrated. Breeam 2012 is found to be adequately comprehensive in the current operational context of the British planning system. The sustainability assessment model can usefully inform decision-making at the strategic ‘stage gates’ of master planning. However, the analytical methodology of the assessment model is inherently fractional. This complicates how a ‘balanced’ evaluation of the relative importance of sustainability issues is reached and agreed. It is suggested that a project culture of trans-disciplinary dialogue and explorative learning is required to promote the understanding and use of sustainability assessment practice in master planning. © 2016, Thomas Telford Services Ltd. All rights reserved.","Environment; Sustainability; Town and city planning",Article,Scopus
"Csete M., Buzasi A.","Climate-oriented assessment of main street design and development in Budapest",2016,"Journal of Environmental Engineering and Landscape Management",3,"10.3846/16486897.2016.1185431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006355410&doi=10.3846%2f16486897.2016.1185431&partnerID=40&md5=cd12201494bdf97d1d185ebde46a2dca","Main streets play pivotal role in urban areas in terms of economic, social, moreover environmental contexts. Such streets are generally situated in densely built-up areas, where the adverse effects of climate change, such as rising temperature and changing precipitation patterns occur emphatically. Increasing urban heat island effect or extreme amount of runoff water during severe storms and floods significantly decrease the adaptive capacity of a city, consequently its residents becoming more vulnerable. Therefore involving climate-oriented design principles into planning and construction phase contributes to reach more sustainable and climate-friendly open spaces what are strongly relevant especially in main streets which are designed for a great amount of people. Present study provides a criteria matrix for assessing the climate-friendly level of recently renewed main streets in Budapest. Due to this assessment tool the adaptation and mitigation performance of the selected projects can be evaluated. For identifying strengths and weaknesses of a given project, a rating scheme has been applied by selecting and using 42 indicators grouped into mitigation, adaptation and awareness raising categories. Thus planners, decision-makers and other stakeholders can easily define future opportunities and challenges, accordingly this study may contribute to take urban street design practices toward climate-friendliness by paying more attention on changing local weather patterns and related consequences. © 2016 Vilnius Gediminas Technical University (VGTU) Press.","adaptation; assessment; indicators; main street; matrix; mitigation; urban sustainability",Article,Scopus
"Amado M., Poggi F., Amado A.R.","Energy efficient city: A model for urban planning",2016,"Sustainable Cities and Society",25,"10.1016/j.scs.2016.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973916809&doi=10.1016%2fj.scs.2016.04.011&partnerID=40&md5=7dc128836a4548aaee589634dfa61a3b","Urban sprawl, as consequence of human activities, is directly related to the global energy consumption. Current urban planning is not a process that ensures energy efficient cities. In such a context, this goal becomes essential to achieve sustainable development of territory and human activities. This paper discusses a theoretical model and its practical application which relates energy consumption and solar energy supply with urban parameters, challenging the concept of energy efficient city. In contrast with the dominant approaches to energy efficiency at local scale, the energy efficient city reflects a cellular model of self-reliant city based on the redesign of existing urban areas and the planning of new urban expansions conducted with the effort to reduce electricity use and promote widespread integration of solar energy and smart grids. The application of this model aims to improve the global energy performance of city making previsions of energy consumption patterns and solar energy potential, in new strategic expansion areas and exiting ones. In turn, a detailed framework of guidelines for urban planning is presented to support the optimization, adaptation and development of energy efficient cities. The promotion of adequate urban planning practices is a key point to create opportunities for both reducing energy consumption and supporting the integration of solar energy systems and smart grid technologies in urban context. © 2016 Elsevier Ltd","Energy consumption; Energy efficiency; Guidelines; Smart grid; Solar energy",Article,Scopus
"Sanjuan-Delmás D., Petit-Boix A., Martínez-Blanco J., Rieradevall J.","Environmental metabolism of educational services. Case study of nursery schools in the city of Barcelona",2016,"Energy Efficiency",1,"10.1007/s12053-015-9403-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945237520&doi=10.1007%2fs12053-015-9403-x&partnerID=40&md5=d31bc583cf9854774b8caeb0dbaaea26","The environmental analysis of public nursery schools is of great interest since they are crucial in the early education of children and are expected to show high environmental standards. This paper aims to analyse the environmental profile (energy, water and transport flows) of this sector. A sample of 12 public nursery schools belonging to the Scholar Agenda 21 (SA21) of the city of Barcelona were selected given their data quality (eight centres applied to all analysis) to determine their energy and water consumption, as well as the greenhouse gas emissions resulting from energy consumption and transport use. For each centre, energy and water consumption were obtained from bills and surveys were conducted to get data regarding the transport associated with the centre. Results show that, on average, a child consumes 966 kWh of energy (electricity and gas) and 12.9 m3 of potable water every year. Nursery schools with more energy-efficient devices hold lower energy consumption, a trend which could not be found in the case of water and water-efficient devices. Regarding transport, car usage was the flow with highest impact, since it accounts for 69 % of CO2eq emissions, although only 19 % of the children commute by car. © 2015, Springer Science+Business Media Dordrecht.","Emissions; Energy; Nursery school; Services; Sustainability; Water",Article,Scopus
"Cardoso M.A., Poças A., Silva M.S., Ribeiro R., Almeida M.C., Brito R.S., Coelho S.T., Alegre H.","Innovation results of IAM planning in urbanwater services",2016,"Water Science and Technology",,"10.2166/wst.2016.291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992153342&doi=10.2166%2fwst.2016.291&partnerID=40&md5=33492778a44b18a862ddf09a847a09c1","The requirement to provide urban water services continuously while infrastructures are ageing, imposes the need for increasingly sustainable infrastructure asset management (IAM). To achieve and maintain adequate levels of service, the AWARE-P IAM methodology has been applied in collaborative projects launched by the National Civil Engineering Laboratory, in partnership with IST (Technical University of Lisbon), Addition (software company) and several water utilities. The objective of these projects is to support urban water utilities in the development, implementation and maintenance of IAM plans. To guarantee the success of IAM planning, following the AWARE-P IAM methodology, utilities are required to: consider that the infrastructure has system behaviour and lifespan is indefinite and guarantee the full-alignment of IAM planning with organisation objectives. By analysing the strategic and tactical plans of participating utilities, the proposed methodology principles are discussed and supported. The main innovation results from the implementation of IAM planning are also presented and discussed, including the challenges of setting up an IAM process, together with the major benefits and drawbacks that come up when developing IAM plans. The results were demonstrated by the effective implementation of 16 strategic and 14 tactical IAM plans by the participating utilities. © IWA Publishing 2016.","Infrastructure asset management; Strategic planning; Tactical planning; Urban water services",Article,Scopus
"Li Y., Beeton R.J.S., Sigler T., Halog A.","Modelling the transition toward urban sustainability: A case study of the industrial city of Jinchang, China",2016,"Journal of Cleaner Production",14,"10.1016/j.jclepro.2015.10.053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951304873&doi=10.1016%2fj.jclepro.2015.10.053&partnerID=40&md5=2d93e70aa89cf8968521efafa3e3ab08","Sustainable urban development is a fundamental discourse for cities in industrialising nations. This is particularly so for new industrial cities in rapid developing countries where local residents and ecological systems have been significantly impacted by economic growth. In this paper, we draw upon the case of Jinchang City (north-western China) to demonstrate how the transition toward urban sustainability can be understood and facilitated. By using an urban metabolism model combined with qualitative social research and policy analysis to understand the urban systems, this research verifies that urban sustainability requires good governance, policy and planning, as well as the participation of local enterprises and residents. This can be built on the notion of urban metabolism that identifies changes and suggests adaptive responses, which when combined with informed public understanding can create adaptive changes in the physical, economic and social dimensions of the city. In particular, such change is predicated upon the rapid development of appropriate human capital that can be employed to monitor and evaluate the functioning of the urban systems, facilitate innovation and build a diversified economy. The rapidly growing cities in north-western China provide a model of how new industrial cities have the potential to be significant actors in the transition toward global sustainability. Specifically this research suggests how necessary environmental improvements for north-western China can be achieved and a model for the developing world can be created. © 2015 Elsevier Ltd","Cleaner production; Human response; Industrial cities; Material flows; Urban sustainability; Urban transition",Article,Scopus
"Wu C.-S., Zhou X.-X., Song M.","Sustainable consumer behavior in China: an empirical analysis from the Midwest regions",2016,"Journal of Cleaner Production",10,"10.1016/j.jclepro.2015.06.057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936966762&doi=10.1016%2fj.jclepro.2015.06.057&partnerID=40&md5=2f08fbca5c13282486c5f40669da5475","In 1992, the “environment-friendly” concept was first put forward through Agenda 21 in United Nations Conference on Environment and Development in Rio. Today the concept of “environment friendly” is better understood and more widely practiced and used. In 2005, Chinese government clearly pointed out that China needs to construct a resource-efficient and environment-friendly society, a “two-type” society as referred by Chinese. This paper expounded the connotation of sustainable consumer behavior, identified a series of crucial variables that influence such behavior, and then established hypotheses based on relevant theories and created a citizen consumption behavior model. The model and hypotheses were further tested and validated using SEM (Structural Equation Modeling) and regression analyses of data collected from Chinese Midwest regions. Results from analyses suggested that sustainable consumer behavior is affected by variables including two-type attitude, two-type knowledge and skills, life values, age, gender and so on. There exists a significant correlation between two-type knowledge & skills and two-type attitude. Relationship between two-type attitude and sustainable consumer behavior is regulated by contextual factors such as social norms and so on. The individual's sustainable consumption behaviors are greatly diverse owing to various demographic factors like age, gender and so on. Implications of the research findings to policy makers in China for the “two-type” society construction and to those developing countries engaged in the promotion of sustainable consumption were also discussed. © 2015 Elsevier Ltd","Sustainable consumer behavior; Two-type attitude; Two-type knowledge & skills; Two-type society",Article,Scopus
"Najjary Z., Saremi H., Biglarbegian M., Najari A.","Identification of deprivation degrees using two models of fuzzy-clustering and fuzzy logic based on regional indices: A case study of Fars province",2016,"Cities",2,"10.1016/j.cities.2016.05.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971237905&doi=10.1016%2fj.cities.2016.05.013&partnerID=40&md5=2772003e67b0aaf51071bb44fe18873f","Increases in deprivation and inequality within urban areas will result in unwanted negative impacts, such as de-population (immigration), suburbanization, and increases in crime. Hence, the mitigation of deprivation should be a primary consideration for policy makers when promoting sustainable development. A robust deprivation model is needed to analyze the effects of deprivation indices and related parameters. It is thus important to identify the significant deprivation parameters first. Subsequently, this paper attempts to derive proper deprivation indices and also proposes a new model to determine the degrees of deprivation of different cities in a province (called region). Eight deprivation indices (e.g. educational, cultural, health, welfare, housing, transportation, and service) are considered and to completely capture each index, four new parameters are designated. Next, a new hybrid model is proposed based on two techniques: fuzzy-clustering and fuzzy logic. Using the fuzzy-clustering method, cities are first classified into two groups of deprived and fully developed. To determine the degree of deprivation, we then develop a new system using fuzzy logic. The proposed fuzzy logic system feeds in the outputs from the fuzzy-clustering system and the deprivation of each city (for each index) is finally obtained. As a case study, 29 cities in the Fars province (Iran) were considered and the degree of deprivation for each city was identified. Results (deprivation degree) for each city and for each individual index were presented both quantitatively and qualitatively. The proposed model, unlike classical methods, has a non-binary view to deprivation, assigns a degree to deprivation for mitigating its negative effects, can be used for proper future planning, and is generic so that it can be easily applied to other cases as well. © 2016 Elsevier B.V.","Deprivation index; Fuzzy; Fuzzy-clustering; Iran",Article,Scopus
